id  front  fgtId1  fgtId2  fgtId3  fgtId4  fgtId5  P1  P2  P3  P4  P5  P6  
1190  4  1002  1004  1011  1014  1016  2  4  9  11  14  16  
1191  6  1003  1006  1014  1017  1018  3  6  10  14  17  18  
1192  6  1002  1004  1011  1015  1018  2  4  5  11  15  18  
1193  3  1001  1003  1011  1015  1018  1  3  10  11  15  18  
1194  9  1002  1004  1011  1013  1016  2  4  8  11  13  16  
1195  6  1002  1003  1011  1013  1018  2  3  8  11  13  18  
1196  10  1001  1005  1012  1013  1018  1  5  8  12  13  18  
1197  3  1002  1004  1011  1014  1015  2  4  10  11  14  15  
1198  3  1004  1006  1011  1013  1015  4  6  10  11  13  15  
1199  9  1001  1005  1013  1016  1017  1  5  6  13  16  17  
1200  7  1002  1005  1011  1012  1018  2  5  9  11  12  18  
1201  10  1001  1003  1012  1015  1016  1  3  6  12  15  16  
1202  10  1001  1004  1011  1013  1016  1  4  9  11  13  16  
1203  8  1004  1005  1011  1012  1013  4  5  9  11  12  13  
1204  9  1001  1003  1011  1012  1015  1  3  8  11  12  15  
1205  3  1002  1003  1011  1014  1017  2  3  5  11  14  17  
1206  1  1001  1002  1011  1012  1015  1  2  8  11  12  15  
1207  1  1001  1002  1016  1017  1018  1  2  4  16  17  18  
1208  8  1001  1002  1011  1016  1018  1  2  9  11  16  18  
1209  4  1002  1005  1013  1017  1018  2  5  6  13  17  18  
1210  1  1004  1007  1011  1012  1018  4  7  8  11  12  18  
1211  1  1003  1007  1014  1017  1018  3  7  8  14  17  18  
1212  2  1001  1002  1011  1012  1017  1  2  6  11  12  17  
1213  1  1004  1005  1012  1014  1016  4  5  6  12  14  16  
1214  6  1003  1007  1014  1017  1018  3  7  8  14  17  18  
1215  10  1002  1005  1012  1015  1018  2  5  9  12  15  18  
1216  8  1004  1007  1011  1012  1015  4  7  8  11  12  15  
1217  6  1001  1005  1011  1013  1018  1  5  7  11  13  18  
1218  3  1002  1003  1011  1013  1014  2  3  5  11  13  14  
1219  9  1001  1003  1016  1017  1018  1  3  9  16  17  18  
1220  1  1001  1002  1015  1017  1018  1  2  5  15  17  18  
1221  4  1001  1003  1011  1015  1017  1  3  9  11  15  17  
1222  8  1002  1004  1011  1012  1013  2  4  9  11  12  13  
1223  9  1002  1004  1011  1012  1015  2  4  9  11  12  15  
1224  6  1001  1005  1011  1014  1015  1  5  8  11  14  15  
1225  4  1004  1005  1011  1012  1016  4  5  8  11  12  16  
1226  6  1002  1006  1011  1016  1018  2  6  7  11  16  18  
1227  9  1004  1006  1011  1013  1014  4  6  9  11  13  14  
1228  2  1002  1005  1011  1015  1017  2  5  6  11  15  17  
1229  5  1001  1002  1011  1012  1018  1  2  9  11  12  18  
1230  8  1002  1007  1014  1016  1017  2  7  8  14  16  17  
1231  2  1003  1006  1012  1015  1017  3  6  9  12  15  17  
1232  9  1002  1005  1011  1012  1016  2  5  8  11  12  16  
1233  3  1001  1002  1011  1013  1018  1  2  7  11  13  18  
1234  5  1001  1002  1011  1012  1013  1  2  7  11  12  13  
1235  7  1004  1007  1011  1012  1014  4  7  9  11  12  14  
1236  5  1005  1006  1015  1016  1017  5  6  7  15  16  17  
1237  6  1003  1004  1013  1017  1018  3  4  9  13  17  18  
1238  5  1002  1003  1012  1017  1018  2  3  4  12  17  18  
1239  9  1003  1005  1012  1015  1018  3  5  6  12  15  18  
1240  1  1001  1003  1011  1015  1016  1  3  4  11  15  16  
1241  6  1001  1007  1012  1014  1017  1  7  10  12  14  17  
1242  9  1001  1002  1012  1017  1018  1  2  9  12  17  18  
1243  10  1004  1005  1011  1016  1018  4  5  8  11  16  18  
1244  6  1005  1007  1011  1017  1018  5  7  10  11  17  18  
1245  6  1005  1007  1016  1017  1018  5  7  8  16  17  18  
1246  10  1003  1005  1012  1017  1018  3  5  6  12  17  18  
1247  7  1003  1004  1011  1012  1016  3  4  7  11  12  16  
1248  4  1005  1007  1015  1016  1018  5  7  9  15  16  18  
1249  10  1001  1002  1012  1015  1016  1  2  5  12  15  16  
1250  2  1001  1002  1014  1015  1016  1  2  6  14  15  16  
1251  10  1001  1002  1015  1016  1017  1  2  10  15  16  17  
1252  10  1004  1005  1011  1017  1018  4  5  10  11  17  18  
1253  2  1001  1003  1013  1017  1018  1  3  10  13  17  18  
1254  1  1006  1007  1014  1017  1018  6  7  9  14  17  18  
1255  3  1001  1002  1012  1013  1017  1  2  9  12  13  17  
1256  8  1005  1006  1011  1012  1013  5  6  7  11  12  13  
1257  6  1001  1007  1011  1013  1016  1  7  8  11  13  16  
1258  2  1002  1003  1012  1014  1017  2  3  6  12  14  17  
1259  6  1002  1005  1011  1013  1015  2  5  10  11  13  15  
1260  7  1002  1007  1015  1016  1017  2  7  8  15  16  17  
1261  6  1001  1004  1011  1014  1018  1  4  10  11  14  18  
1262  3  1001  1002  1011  1016  1017  1  2  3  11  16  17  
1263  4  1001  1003  1011  1013  1018  1  3  5  11  13  18  
1264  6  1002  1006  1012  1014  1015  2  6  7  12  14  15  
1265  8  1005  1006  1011  1013  1017  5  6  8  11  13  17  
1266  8  1001  1002  1013  1015  1016  1  2  4  13  15  16  
1267  7  1002  1003  1015  1016  1018  2  3  5  15  16  18  
1268  9  1001  1006  1012  1013  1018  1  6  10  12  13  18  
1269  2  1002  1005  1013  1016  1018  2  5  8  13  16  18  
1270  2  1003  1005  1012  1013  1016  3  5  7  12  13  16  
1271  10  1001  1007  1012  1016  1017  1  7  8  12  16  17  
1272  3  1002  1005  1011  1012  1017  2  5  6  11  12  17  
1273  7  1002  1007  1013  1016  1018  2  7  9  13  16  18  
1274  1  1003  1006  1011  1016  1017  3  6  8  11  16  17  
1275  8  1002  1006  1012  1013  1017  2  6  7  12  13  17  
1276  2  1001  1004  1011  1013  1017  1  4  5  11  13  17  
1277  8  1001  1007  1012  1013  1014  1  7  10  12  13  14  
1278  5  1001  1003  1012  1016  1018  1  3  7  12  16  18  
1279  6  1003  1004  1013  1015  1016  3  4  6  13  15  16  
1280  4  1003  1006  1011  1012  1015  3  6  10  11  12  15  
1281  6  1002  1006  1015  1017  1018  2  6  7  15  17  18  
1282  10  1003  1007  1015  1016  1017  3  7  10  15  16  17  
1283  8  1002  1003  1011  1012  1016  2  3  7  11  12  16  
1284  6  1003  1004  1011  1013  1018  3  4  8  11  13  18  
1285  4  1005  1006  1012  1013  1015  5  6  8  12  13  15  
1286  8  1005  1006  1011  1015  1016  5  6  8  11  15  16  
1287  1  1004  1005  1012  1015  1016  4  5  9  12  15  16  
1288  2  1002  1003  1013  1017  1018  2  3  9  13  17  18  
1289  6  1002  1005  1014  1017  1018  2  5  9  14  17  18  
1290  9  1006  1007  1012  1013  1018  6  7  10  12  13  18  
1291  1  1003  1006  1013  1014  1017  3  6  10  13  14  17  
1292  8  1001  1006  1015  1016  1017  1  6  9  15  16  17  
1293  6  1001  1002  1011  1012  1017  1  2  7  11  12  17  
1294  8  1004  1007  1012  1013  1017  4  7  10  12  13  17  
1295  8  1001  1007  1012  1014  1015  1  7  9  12  14  15  
1296  8  1005  1006  1011  1014  1016  5  6  7  11  14  16  
1297  10  1001  1004  1011  1012  1018  1  4  9  11  12  18  
1298  2  1001  1003  1011  1014  1018  1  3  8  11  14  18  
1299  5  1001  1003  1015  1016  1017  1  3  7  15  16  17  
1300  7  1001  1003  1011  1015  1016  1  3  8  11  15  16  
1301  10  1002  1006  1011  1012  1015  2  6  10  11  12  15  
1302  7  1001  1002  1012  1014  1015  1  2  10  12  14  15  
1303  3  1001  1003  1011  1016  1017  1  3  4  11  16  17  
1304  2  1002  1003  1013  1017  1018  2  3  8  13  17  18  
1305  2  1001  1005  1013  1014  1017  1  5  8  13  14  17  
1306  4  1001  1003  1011  1015  1017  1  3  5  11  15  17  
1307  7  1002  1005  1012  1013  1016  2  5  7  12  13  16  
1308  9  1001  1002  1012  1013  1014  1  2  10  12  13  14  
1309  8  1003  1004  1015  1016  1018  3  4  6  15  16  18  
1310  3  1001  1002  1012  1015  1018  1  2  9  12  15  18  
1311  5  1002  1005  1013  1016  1018  2  5  7  13  16  18  
1312  1  1002  1003  1013  1015  1018  2  3  9  13  15  18  
1313  1  1002  1006  1014  1015  1018  2  6  8  14  15  18  
1314  9  1004  1005  1013  1017  1018  4  5  9  13  17  18  
1315  6  1002  1003  1011  1014  1016  2  3  5  11  14  16  
1316  9  1001  1004  1011  1017  1018  1  4  5  11  17  18  
1317  9  1001  1002  1012  1015  1017  1  2  3  12  15  17  
1318  6  1002  1003  1012  1016  1017  2  3  6  12  16  17  
1319  9  1003  1006  1012  1014  1018  3  6  10  12  14  18  
1320  7  1001  1004  1012  1013  1015  1  4  6  12  13  15  
1321  1  1004  1007  1012  1013  1016  4  7  8  12  13  16  
1322  10  1002  1003  1012  1013  1016  2  3  10  12  13  16  
1323  2  1001  1002  1011  1012  1015  1  2  8  11  12  15  
1324  10  1002  1003  1011  1014  1018  2  3  7  11  14  18  
1325  5  1001  1003  1011  1013  1017  1  3  7  11  13  17  
1326  10  1004  1005  1012  1014  1015  4  5  7  12  14  15  
1327  4  1001  1003  1011  1013  1016  1  3  9  11  13  16  
1328  4  1002  1003  1011  1016  1018  2  3  4  11  16  18  
1329  8  1002  1006  1011  1016  1017  2  6  8  11  16  17  
1330  4  1003  1006  1011  1013  1015  3  6  9  11  13  15  
1331  1  1002  1004  1012  1014  1016  2  4  8  12  14  16  
1332  4  1001  1002  1013  1017  1018  1  2  10  13  17  18  
1333  7  1004  1006  1012  1013  1015  4  6  9  12  13  15  
1334  8  1002  1004  1016  1017  1018  2  4  5  16  17  18  
1335  6  1004  1006  1013  1014  1017  4  6  9  13  14  17  
1336  5  1002  1004  1011  1013  1016  2  4  8  11  13  16  
1337  5  1002  1005  1013  1014  1015  2  5  10  13  14  15  
1338  1  1001  1003  1011  1017  1018  1  3  4  11  17  18  
1339  8  1003  1007  1016  1017  1018  3  7  10  16  17  18  
1340  8  1002  1004  1014  1017  1018  2  4  6  14  17  18  
1341  7  1001  1002  1012  1014  1018  1  2  3  12  14  18  
1342  5  1001  1002  1012  1016  1018  1  2  8  12  16  18  
1343  7  1002  1003  1011  1012  1017  2  3  6  11  12  17  
1344  2  1001  1004  1013  1014  1018  1  4  10  13  14  18  
1345  4  1004  1007  1013  1014  1016  4  7  9  13  14  16  
1346  5  1005  1007  1013  1014  1017  5  7  9  13  14  17  
1347  8  1001  1002  1012  1015  1018  1  2  3  12  15  18  
1348  10  1002  1005  1011  1014  1016  2  5  7  11  14  16  
1349  7  1001  1002  1011  1014  1017  1  2  3  11  14  17  
1350  3  1001  1002  1011  1016  1017  1  2  8  11  16  17  
1351  4  1001  1002  1011  1014  1018  1  2  7  11  14  18  
1352  8  1004  1006  1013  1016  1018  4  6  10  13  16  18  
1353  3  1002  1003  1015  1017  1018  2  3  9  15  17  18  
1354  1  1004  1007  1011  1014  1016  4  7  8  11  14  16  
1355  9  1001  1002  1012  1013  1017  1  2  9  12  13  17  
1356  8  1003  1006  1015  1017  1018  3  6  10  15  17  18  
1357  5  1001  1006  1013  1014  1016  1  6  9  13  14  16  
1358  5  1006  1007  1011  1017  1018  6  7  9  11  17  18  
1359  2  1002  1003  1012  1013  1017  2  3  9  12  13  17  
1360  3  1003  1005  1011  1012  1015  3  5  8  11  12  15  
1361  2  1004  1006  1013  1015  1018  4  6  10  13  15  18  
1362  7  1004  1005  1011  1012  1013  4  5  10  11  12  13  
1363  1  1003  1006  1011  1016  1018  3  6  9  11  16  18  
1364  7  1004  1007  1012  1015  1017  4  7  10  12  15  17  
1365  3  1002  1004  1011  1015  1016  2  4  7  11  15  16  
1366  4  1001  1004  1014  1015  1018  1  4  6  14  15  18  
1367  8  1001  1003  1012  1013  1015  1  3  9  12  13  15  
1368  4  1001  1004  1011  1012  1016  1  4  10  11  12  16  
1369  9  1002  1003  1012  1015  1016  2  3  8  12  15  16  
1370  8  1002  1004  1013  1016  1017  2  4  5  13  16  17  
1371  6  1005  1006  1012  1015  1017  5  6  10  12  15  17  
1372  10  1005  1007  1011  1012  1015  5  7  10  11  12  15  
1373  9  1005  1006  1014  1017  1018  5  6  10  14  17  18  
1374  1  1001  1002  1015  1016  1018  1  2  7  15  16  18  
1375  3  1001  1004  1011  1013  1018  1  4  9  11  13  18  
1376  4  1003  1006  1013  1014  1016  3  6  10  13  14  16  
1377  8  1002  1007  1011  1012  1013  2  7  8  11  12  13  
1378  9  1002  1005  1012  1016  1017  2  5  10  12  16  17  
1379  1  1004  1005  1013  1016  1017  4  5  6  13  16  17  
1380  4  1001  1003  1011  1012  1016  1  3  4  11  12  16  
1381  5  1002  1003  1011  1015  1018  2  3  5  11  15  18  
1382  9  1006  1007  1011  1012  1016  6  7  8  11  12  16  
1383  4  1002  1005  1012  1015  1017  2  5  6  12  15  17  
1384  6  1002  1003  1013  1016  1018  2  3  8  13  16  18  
1385  5  1004  1005  1011  1014  1016  4  5  10  11  14  16  
1386  2  1001  1006  1014  1016  1018  1  6  7  14  16  18  
1387  6  1001  1005  1016  1017  1018  1  5  7  16  17  18  
1388  1  1002  1003  1011  1012  1014  2  3  8  11  12  14  
1389  9  1001  1006  1011  1015  1017  1  6  7  11  15  17  
1390  7  1002  1005  1011  1015  1017  2  5  6  11  15  17  
1391  1  1003  1006  1011  1013  1015  3  6  7  11  13  15  
1392  7  1003  1004  1012  1017  1018  3  4  6  12  17  18  
1393  4  1001  1002  1014  1015  1018  1  2  8  14  15  18  
1394  9  1002  1003  1011  1014  1018  2  3  8  11  14  18  
1395  5  1005  1007  1011  1015  1017  5  7  9  11  15  17  
1396  8  1001  1005  1012  1014  1017  1  5  9  12  14  17  
1397  1  1002  1006  1011  1013  1017  2  6  8  11  13  17  
1398  7  1004  1005  1011  1015  1018  4  5  10  11  15  18  
1399  4  1005  1006  1011  1012  1018  5  6  10  11  12  18  
1400  5  1001  1003  1012  1014  1018  1  3  9  12  14  18  
1401  5  1003  1004  1011  1014  1015  3  4  9  11  14  15  
1402  10  1003  1005  1013  1014  1017  3  5  6  13  14  17  
1403  1  1001  1002  1013  1015  1018  1  2  10  13  15  18  
1404  4  1001  1003  1013  1015  1016  1  3  10  13  15  16  
1405  6  1001  1005  1015  1016  1018  1  5  8  15  16  18  
1406  1  1001  1002  1012  1014  1017  1  2  4  12  14  17  
1407  4  1004  1005  1014  1016  1017  4  5  10  14  16  17  
1408  8  1001  1005  1011  1012  1013  1  5  8  11  12  13  
1409  7  1002  1004  1015  1016  1017  2  4  5  15  16  17  
1410  3  1001  1005  1011  1016  1017  1  5  10  11  16  17  
1411  3  1001  1002  1011  1012  1017  1  2  9  11  12  17  
1412  10  1001  1006  1012  1013  1017  1  6  10  12  13  17  
1413  1  1003  1005  1013  1015  1016  3  5  6  13  15  16  
1414  7  1005  1006  1011  1012  1018  5  6  10  11  12  18  
1415  1  1003  1006  1013  1017  1018  3  6  9  13  17  18  
1416  9  1001  1003  1013  1014  1018  1  3  10  13  14  18  
1417  4  1003  1006  1015  1017  1018  3  6  8  15  17  18  
1418  2  1001  1002  1015  1017  1018  1  2  8  15  17  18  
1419  5  1002  1003  1011  1012  1016  2  3  8  11  12  16  
1420  5  1004  1006  1013  1017  1018  4  6  9  13  17  18  
1421  5  1005  1007  1011  1012  1016  5  7  8  11  12  16  
1422  2  1001  1003  1012  1013  1017  1  3  9  12  13  17  
1423  8  1004  1005  1012  1013  1018  4  5  6  12  13  18  
1424  4  1004  1006  1012  1013  1016  4  6  10  12  13  16  
1425  8  1002  1003  1012  1015  1018  2  3  9  12  15  18  
1426  1  1004  1005  1011  1013  1017  4  5  9  11  13  17  
1427  1  1001  1006  1013  1014  1017  1  6  7  13  14  17  
1428  4  1001  1004  1011  1015  1017  1  4  8  11  15  17  
1429  1  1003  1007  1012  1013  1017  3  7  9  12  13  17  
1430  7  1001  1002  1012  1015  1017  1  2  10  12  15  17  
1431  3  1001  1002  1012  1016  1017  1  2  5  12  16  17  
1432  9  1002  1007  1011  1013  1014  2  7  8  11  13  14  
1433  5  1001  1002  1011  1012  1016  1  2  4  11  12  16  
1434  9  1001  1002  1015  1016  1018  1  2  5  15  16  18  
1435  8  1004  1005  1013  1016  1017  4  5  7  13  16  17  
1436  9  1001  1002  1011  1013  1016  1  2  4  11  13  16  
1437  6  1002  1004  1014  1015  1018  2  4  10  14  15  18  
1438  1  1002  1007  1011  1013  1015  2  7  9  11  13  15  
1439  5  1005  1007  1011  1012  1014  5  7  8  11  12  14  
1440  5  1001  1007  1015  1016  1018  1  7  9  15  16  18  
1441  1  1002  1003  1012  1013  1014  2  3  6  12  13  14  
1442  5  1002  1004  1011  1013  1017  2  4  10  11  13  17  
1443  1  1001  1006  1011  1014  1016  1  6  8  11  14  16  
1444  8  1003  1007  1014  1015  1018  3  7  10  14  15  18  
1445  7  1002  1005  1011  1015  1018  2  5  6  11  15  18  
1446  5  1001  1003  1014  1015  1018  1  3  4  14  15  18  
1447  9  1003  1005  1013  1014  1016  3  5  8  13  14  16  
1448  5  1001  1002  1011  1013  1016  1  2  10  11  13  16  
1449  6  1002  1004  1011  1012  1015  2  4  10  11  12  15  
1450  6  1003  1004  1011  1012  1018  3  4  5  11  12  18  
1451  10  1001  1007  1013  1016  1017  1  7  10  13  16  17  
1452  6  1001  1005  1013  1016  1018  1  5  8  13  16  18  
1453  6  1003  1005  1011  1015  1016  3  5  8  11  15  16  
1454  4  1004  1006  1011  1012  1015  4  6  8  11  12  15  
1455  10  1004  1005  1015  1016  1018  4  5  10  15  16  18  
1456  9  1002  1007  1011  1016  1018  2  7  10  11  16  18  
1457  8  1001  1002  1012  1013  1014  1  2  8  12  13  14  
1458  7  1003  1004  1014  1015  1016  3  4  9  14  15  16  
1459  6  1002  1003  1013  1017  1018  2  3  5  13  17  18  
1460  10  1003  1006  1015  1016  1017  3  6  10  15  16  17  
1461  9  1001  1002  1011  1012  1015  1  2  4  11  12  15  
1462  10  1006  1007  1012  1013  1014  6  7  8  12  13  14  
1463  6  1005  1007  1011  1015  1018  5  7  9  11  15  18  
1464  8  1003  1005  1013  1017  1018  3  5  8  13  17  18  
1465  1  1003  1006  1012  1014  1015  3  6  7  12  14  15  
1466  7  1003  1007  1013  1015  1017  3  7  8  13  15  17  
1467  3  1002  1005  1014  1016  1018  2  5  7  14  16  18  
1468  2  1001  1003  1011  1016  1018  1  3  4  11  16  18  
1469  10  1004  1005  1012  1016  1017  4  5  10  12  16  17  
1470  1  1006  1007  1012  1016  1018  6  7  10  12  16  18  
1471  2  1004  1005  1011  1012  1013  4  5  7  11  12  13  
1472  5  1001  1004  1013  1015  1017  1  4  10  13  15  17  
1473  6  1003  1007  1011  1012  1015  3  7  10  11  12  15  
1474  9  1003  1004  1012  1015  1018  3  4  7  12  15  18  
1475  1  1004  1005  1011  1013  1018  4  5  6  11  13  18  
1476  5  1006  1007  1012  1014  1015  6  7  10  12  14  15  
1477  2  1001  1002  1016  1017  1018  1  2  3  16  17  18  
1478  4  1002  1003  1011  1015  1017  2  3  7  11  15  17  
1479  3  1005  1007  1013  1014  1016  5  7  10  13  14  16  
1480  2  1004  1005  1015  1017  1018  4  5  6  15  17  18  
1481  1  1001  1003  1011  1012  1017  1  3  10  11  12  17  
1482  6  1001  1004  1015  1016  1017  1  4  10  15  16  17  
1483  5  1002  1004  1014  1017  1018  2  4  8  14  17  18  
1484  2  1001  1002  1012  1013  1016  1  2  3  12  13  16  
1485  6  1002  1007  1011  1013  1014  2  7  9  11  13  14  
1486  9  1004  1006  1012  1013  1017  4  6  7  12  13  17  
